ID_UNIQUE_ESP;X_CODE_PORTE_ESP;X_DIN_UTIL;X_ABR_T_ESP_DIN;X_ABR_CODE_CUS;N_TAUX_ACTIVITE_SAP;N_NB_PERSONNES
12604;BC 300;2.1.A;2-1;BURE;200;3;
12605;BC 340;2.1.A;2-1;BURE;100;1;
12606;BC 341;2.1.A;2-1;BURE;200;2;
12607;BC 342;2.1.A;2-1;BURE;200;2;
12608;BC 343;2.1.A;2-1;BURE;200;2;
12609;BC 344;2.1.A;2-1;BURE;200;3;
12610;BC 345;2.1.A;2-1;BURE;200;2;
12611;BC 346;2.1.A;2-1;BURE;200;2;
12612;BC 347;2.1.A;2-1;BURE;100;2;
12613;BC 348;2.1.A;2-1;BURE;100;1;
12614;BC 349;2.1.A;2-1;BURE;200;3;
12615;BC 350;2.1.A;2-1;BURE;300;3;
12618;BC 358;2.1.A;2-1;BURE;300;3;
12619;BC 360;2.1.A;2-1;BURE;200;2;
12620;BC 362;2.1.A;2-1;BURE;100;3;
12621;BC 364;2.1.A;2-1;BURE;95;3;
12622;BC 366;2.1.A;2-1;BURE;200;2;
12623;BC 368;2.1.A;2-1;BURE;100;1;
12628;BC 355;3.4.I;3-4;LABO;600;6;
12631;BC 367;2.2.A;2-2;BURE;50;1;
12821;BC 314;2.1.A;2-1;BURE;100;1;
12822;BC 330;2.1.A;2-1;BURE;80;2;
12824;BC 370;2.1.A;2-1;BURE;150;3;
12881;TCV 926;3.4.A;3-4;LABO;100;1;
13092;INN 320;2.1.A;2-1;BURE;50;1;
13109;INN 321;2.1.A;2-1;BURE;200;2;
13128;AI 3200;3.5.R;3-5;LABO;100;2;
13129;AI 3101.1;6.2.A;6-2;LSOC;300;3;
13135;AI 2201.2;2.1.A;2-1;BURE;100;1;
13136;AI 2101;2.1.A;2-1;BURE;340;4;
13140;AI 2200.2;2.1.A;2-1;BURE;200;2;
13147;CH G0 625;2.1.A;2-1;BURE;100;3;
13275;SG 1310.3;2.1.A;2-1;BURE;100;1;
13399;AI 2138;2.1.A;2-1;BURE;100;1;
13413;INR 320;2.1.A;2-1;BURE;300;3;
13428;SG 1310.2;2.1.A;2-1;BURE;90;2;
13475;MA B0 499;2.1.A;2-1;BURE;100;1;
13563;AI 1109;2.1.A;2-1;BURE;200;3;
13564;AI 1108;2.1.A;2-1;BURE;;2;
13565;AI 1106;2.1.A;2-1;BURE;100;3;
13718;CH G0 494;4.1.A;4-1;ARCH;200;4;
13952;GC H2 711;2.2.A;2-2;BURE;560;8;
14597;GR A0 444;2.1.A;2-1;BURE;100;6;
14598;GR A0 454;2.1.A;2-1;BURE;100;1;
14599;GR A0 464;2.1.A;2-1;BURE;90;2;
14629;CH F0 552;2.1.A;2-1;BURE;100;2;
14632;CH F0 572;2.1.A;2-1;BURE;200;2;
14641;CH F0 612;2.1.A;2-1;BURE;80;1;
14871;GC G0 495;3.9.A;3-9;LABO;400;4;
14918;AI 3151;2.1.A;2-1;BURE;90;2;
14919;AI 3150;2.1.A;2-1;BURE;120;2;
14920;AI 3149;2.1.A;2-1;BURE;500;5;
14921;AI 3148;2.1.A;2-1;BURE;100;2;
14922;AI 3147;2.1.B;2-1;BURE;180;3;
14948;AI 3351;3.5.0;3-5;LABO;1615;25;
14993;AI 2151;2.1.A;2-1;BURE;100;2;
14994;AI 2150;2.1.A;2-1;BURE;100;3;
14995;AI 2149;2.1.B;2-1;BURE;80;2;
14996;AI 2148;2.1.A;2-1;BURE;200;4;
14997;AI 2147;2.1.A;2-1;BURE;100;2;
14998;AI 2146;2.1.A;2-1;BURE;300;3;
14999;AI 2145;2.1.A;2-1;BURE;120;4;
15018;AI 2351;3.5.P1;3-5;LABO;2090;26;
15028;AI 1151;2.1.A;2-1;BURE;100;3;
15029;AI 1144;2.1.B;2-1;BURE;140;4;
15030;AI 1145;2.1.B;2-1;BURE;100;1;
15031;AI 1146;2.1.A;2-1;BURE;400;4;
15034;AI 1147;2.1.A;2-1;BURE;100;3;
15035;AI 1148;2.1.A;2-1;BURE;350;6;
15037;AI 1149;2.1.A;2-1;BURE;100;4;
15040;AI 1351;3.5.P2;3-5;LABO;1890;29;
15066;AI 0142;2.1.A;2-1;BURE;80;2;
15067;AI 0144;2.1.A;2-1;BURE;100;1;
15068;AI 0145;2.1.A;2-1;BURE;90;2;
15069;AI 0146;2.1.A;2-1;BURE;300;3;
15070;AI 0147;2.1.A;2-1;BURE;100;3;
15071;AI 0148;2.1.A;2-1;BURE;200;2;
15072;AI 0149;2.1.A;2-1;BURE;150;4;
15073;AI 0151;2.1.A;2-1;BURE;400;5;
15074;AI 0244;3.5.0;3-5;LABO;50;1;
15079;AI 0342;3.5.P1;3-5;LABO;300;9;
15147;ODY 1 18;2.1.A;2-1;BURE;200;4;
15149;AI 0143;2.1.A;2-1;BURE;;1;
15180;CM 2 258;2.1.A;2-1;BURE;160;3;
15198;AI 3113;3.5.0;3-5;LABO;;1;
15258;CM 2 204;2.1.A;2-1;BURE;80;1;
15262;CM 2 203;2.1.A;2-1;BURE;150;2;
15263;CM 2 300;2.1.A;2-1;BURE;100;1;
15264;CM 2 301;2.1.A;2-1;BURE;120;2;
15265;CM 2 302;2.1.A;2-1;BURE;80;1;
15266;CM 2 303;2.1.A;2-1;BURE;150;2;
15267;CM 2 304;2.1.A;2-1;BURE;90;1;
15268;CM 2 305;5.6.A;5-6;LSOC;100;1;
15284;AAB 2 19;2.2.A;2-2;BURE;300;5;
15315;INN 010;2.3.A;2-3;BURE;87;1;
15317;INN 034;2.1.A;2-1;BURE;160;2;
15318;INN 016;2.1.A;2-1;BURE;120;4;
15320;INN 019;2.3.A;2-3;BURE;80;1;
15333;BM 4102;2.1.A;2-1;BURE;100;7;
15334;BM 4101;2.1.A;2-1;BURE;100;2;
16047;GR A2 412;2.1.A;2-1;BURE;80;3;
16050;GR A2 402;2.1.A;2-1;BURE;80;2;
16159;INN 330;2.1.A;2-1;BURE;100;3;
16160;INN 331;2.1.A;2-1;BURE;100;3;
16161;INN 329;2.1.A;2-1;BURE;100;4;
16162;INN 328;2.1.A;2-1;BURE;100;1;
16178;GR A2 465;2.1.A;2-1;BURE;350;4;
16179;GR A2 475;2.1.A;2-1;BURE;300;3;
16181;GR C2 514;2.1.A;2-1;BURE;20;1;
16182;GR A1 435;2.1.A;2-1;BURE;150;3;
16218;CH B2 365;2.1.A;2-1;BURE;50;2;
16239;BCH 1525;2.1.A;2-1;BURE;240;5;
16243;BCH 1119;9.1.0;9-1;DIVE;200;2;
16259;GR B0 419;2.1.A;2-1;BURE;200;2;
16260;GR B0 421;2.1.A;2-1;BURE;100;2;
16261;GR B0 422;2.1.A;2-1;BURE;100;2;
16262;GR B0 391;2.1.A;2-1;BURE;;2;
16263;GR B0 392;2.1.A;2-1;BURE;35;6;
16301;BP 3230;2.1.A;2-1;BURE;110;4;
16303;BP 3232;2.1.A;2-1;BURE;;2;
16304;BP 3233;2.1.A;2-1;BURE;50;2;
16308;BP 1132;2.1.A;2-1;BURE;300;3;
16541;GR C2 535;2.1.A;2-1;BURE;100;2;
16542;BP 2133;2.1.A;2-1;BURE;200;2;
16692;ECAL 1 20.05;5.3.K;5-3;SACO;260;4;
16695;ECAL 1 20.06;2.1.A;2-1;BURE;80;1;
16696;ECAL 1 20.07;2.1.A;2-1;BURE;180;2;
16805;BAC 104;2.1.A;2-1;BURE;200;2;
16820;ZM 0 10;3.2.V;3-2;LABO;;1;
16977;BCH 5119;2.2.A;2-2;BURE;300;5;
17167;INJ 215;3.4.I;3-4;LABO;300;3;
17307;BSP 418;3.5.0;3-5;LABO;40;2;
17327;MXC 240;2.1.A;2-1;BURE;100;1;
17591;CH H1 565;2.1.A;2-1;BURE;100;2;
17593;CH H1 575;2.1.A;2-1;BURE;100;1;
17596;CH H1 585;2.1.A;2-1;BURE;100;1;
17597;CH H1 595;2.1.A;2-1;BURE;80;3;
17604;CH H1 545;2.1.A;2-1;BURE;130;2;
17605;CH H1 535;2.1.A;2-1;BURE;200;3;
17609;CH H2 615;2.1.A;2-1;BURE;45;1;
17610;CH H2 535;2.1.A;2-1;BURE;100;3;
17613;CH H3 585;2.1.A;2-1;BURE;30;2;
17614;CH H3 615;2.1.A;2-1;BURE;60;1;
17615;CH H3 635;2.1.A;2-1;BURE;100;1;
17616;CH H4 615;2.1.A;2-1;BURE;50;1;
17619;CH H4 594;3.5.A;3-5;LABO;100;2;
17620;CH H4 565;2.1.A;2-1;BURE;100;3;
17621;CH H5 535;2.1.A;2-1;BURE;60;2;
17622;CH H5 565;2.1.A;2-1;BURE;;1;
17623;CH H5 585;2.1.A;2-1;BURE;100;1;
17624;CH H5 615;2.1.A;2-1;BURE;60;2;
17907;SV 0405;4.1.D;4-1;ARCH;200;2;
17909;SV 0410;2.7.A;2-7;BURE;100;1;
17910;SV 0505;4.1.D;4-1;ARCH;380;4;
17912;SV 0507;2.1.A;2-1;BURE;100;2;
17913;SV 0508;4.1.D;4-1;ARCH;100;1;
17916;SV 0521;3.2.A;3-2;LABO;800;9;
19446;SV 1539;2.1.A;2-1;BURE;1870;19;
19447;SV 1540;2.1.A;2-1;BURE;100;2;
19448;SV 1541;2.1.A;2-1;BURE;2800;28;
19450;SV 1839;2.1.A;2-1;BURE;380;5;
19451;SV 1840;2.1.A;2-1;BURE;70;1;
19452;SV 1841;2.1.A;2-1;BURE;400;4;
19453;SV 1842;2.1.A;2-1;BURE;300;5;
19454;SV 1843;2.1.A;2-1;BURE;100;2;
19490;SV 1510;2.1.B;2-1;BURE;130;7;
19492;SV 1522;3.5.0;3-5;LABO;380;5;
19493;SV 1527;3.5.P1;3-5;LABO;1365;18;
19494;SV 1536;3.5.0;3-5;LABO;200;2;
19503;SV 1810;3.8.A;3-8;LABO;;2;
19505;SV 1823;2.1.A;2-1;BURE;100;2;
19506;SV 1824;2.1.A;2-1;BURE;100;4;
19507;SV 1826;3.5.0;3-5;LABO;1230;14;
19550;SV 2511;2.1.A;2-1;BURE;;3;
19551;SV 2512;2.1.A;2-1;BURE;100;2;
19552;SV 2513;2.1.B;2-1;BURE;200;3;
19554;SV 2515;2.1.A;2-1;BURE;140;3;
19555;SV 2516;2.1.A;2-1;BURE;100;3;
19567;SV 2805;2.1.B;2-1;BURE;270;5;
19568;SV 2806;2.1.A;2-1;BURE;100;3;
19569;SV 2807;2.1.A;2-1;BURE;100;3;
19570;SV 2808;2.1.A;2-1;BURE;100;3;
19571;SV 2809;2.1.A;2-1;BURE;100;4;
19572;SV 2810;2.1.A;2-1;BURE;100;4;
19573;SV 2811;2.1.A;2-1;BURE;80;1;
19575;SV 2813;2.1.A;2-1;BURE;180;5;
19576;SV 2814;2.1.B;2-1;BURE;140;6;
19577;SV 2815;2.1.A;2-1;BURE;235;4;
19578;SV 2816;2.1.A;2-1;BURE;100;1;
19580;SV 2823;2.1.A;2-1;BURE;100;4;
19581;SV 2824;2.1.A;2-1;BURE;100;3;
19584;SV 2837;2.1.A;2-1;BURE;100;3;
19585;SV 2838A;2.1.B;2-1;BURE;100;2;
19631;SV 3511;2.1.A;2-1;BURE;200;3;
19632;SV 3512;2.1.A;2-1;BURE;100;1;
19633;SV 3513;2.1.A;2-1;BURE;100;2;
19634;SV 3514;2.1.B;2-1;BURE;120;7;
19635;SV 3515;2.1.A;2-1;BURE;100;7;
19636;SV 3516;2.1.A;2-1;BURE;;2;
19640;SV 3540;3.5.P1;3-5;LABO;650;8;
19647;SV 3805;2.2.A;2-2;BURE;;1;
19648;SV 3807;2.1.B;2-1;BURE;100;1;
19650;SV 3809;2.1.A;2-1;BURE;100;5;
19651;SV 3810;2.1.A;2-1;BURE;100;2;
19652;SV 3811;2.1.A;2-1;BURE;190;3;
19654;SV 3813;2.1.A;2-1;BURE;110;3;
19655;SV 3814;2.1.A;2-1;BURE;100;1;
19656;SV 3815;2.1.A;2-1;BURE;140;2;
19657;SV 3816;2.1.A;2-1;BURE;150;3;
19659;SV 3823;2.1.A;2-1;BURE;;3;
19660;SV 3824;2.1.A;2-1;BURE;90;1;
19663;SV 3837;2.1.B;2-1;BURE;150;3;
19664;SV 3838;2.1.A;2-1;BURE;100;3;
19739;SV 1509;2.1.B;2-1;BURE;50;1;
19744;SV 1822;3.5.0;3-5;LABO;140;2;
19793;BCH 1334;2.1.A;2-1;BURE;100;1;
20805;BSP 121.1;9.1.Q;9-1;DIVE;300;3;
20806;BSP 121.2;9.1.0;9-1;DIVE;200;2;
20932;BSP 728;2.1.A;2-1;BURE;300;3;
21213;SV 1531;3.5.P1;3-5;LABO;500;7;
21214;SV 1830;3.5.P1;3-5;LABO;400;6;
21247;SV 1535;2.1.A;2-1;BURE;100;2;
21251;SV 1532;2.1.A;2-1;BURE;100;2;
21252;SV 1526;2.1.A;2-1;BURE;100;2;
21253;SV 1834;3.5.0;3-5;LABO;100;1;
21258;SV 1831;2.1.A;2-1;BURE;100;2;
21294;SV 2518;3.5.0;3-5;LABO;140;3;
21295;SV 2521;3.5.0;3-5;LABO;800;10;
21299;SV 2527;2.1.A;2-1;BURE;100;2;
21301;SV 2533;3.5.P1;3-5;LABO;950;11;
21302;SV 2534;2.1.A;2-1;BURE;100;2;
21305;SV 2539;2.1.A;2-1;BURE;100;2;
21306;SV 2540;3.5.P1;3-5;LABO;200;4;
21329;SV 2818;3.5.0;3-5;LABO;1000;14;
21332;SV 2827;3.5.0;3-5;LABO;100;1;
21333;SV 2830;3.5.0;3-5;LABO;800;9;
21334;SV 2832;2.1.A;2-1;BURE;100;4;
21335;SV 2833;3.5.0;3-5;LABO;850;10;
21338;SV 2842;3.5.P1;3-5;LABO;975;11;
21339;SV 2843;2.1.A;2-1;BURE;50;1;
21350;SV 3535;2.1.A;2-1;BURE;615;8;
21351;SV 3533;3.5.P1;3-5;LABO;1100;16;
21352;SV 3532;2.1.A;2-1;BURE;100;1;
21353;SV 3531;2.1.A;2-1;BURE;100;4;
21354;SV 3529;2.1.A;2-1;BURE;100;2;
21355;SV 3528;3.5.P1;3-5;LABO;600;7;
21357;SV 3521;3.5.0;3-5;LABO;100;1;
21366;SV 3729;3.5.P1;3-5;LABO;150;2;
21369;SV 3632;3.5.J;3-5;LABO;100;1;
21379;SV 3818;3.5.P1;3-5;LABO;80;2;
21380;SV 3820;3.5.P1;3-5;LABO;500;7;
21381;SV 3826;2.1.A;2-1;BURE;60;3;
21382;SV 3827;3.5.0;3-5;LABO;520;10;
21383;SV 3832;3.5.P1;3-5;LABO;800;11;
21384;SV 3834;2.1.A;2-1;BURE;100;5;
21385;SV 3835;2.1.A;2-1;BURE;600;6;
21467;PSEC 328;2.1.A;2-1;BURE;;1;
21468;PSEC 327;2.1.A;2-1;BURE;;1;
21469;PSEC 322;2.1.A;2-1;BURE;;3;
22033;AI 0345;3.5.0;3-5;LABO;100;2;
22907;BM 1138;2.1.A;2-1;BURE;200;2;
22908;BM 1137;2.1.A;2-1;BURE;200;2;
22909;BM 1136;2.1.A;2-1;BURE;175;3;
22910;BM 1142;2.1.A;2-1;BURE;200;2;
22911;BM 1141;2.1.A;2-1;BURE;300;4;
22912;BM 1140;2.1.A;2-1;BURE;100;1;
22928;AAB 0 13;2.1.A;2-1;BURE;100;4;
22933;AAB 0 10;2.1.A;2-1;BURE;100;3;
23170;BM 5131;2.1.A;2-1;BURE;100;3;
23171;BM 5130;2.1.A;2-1;BURE;200;3;
23172;BM 5128;2.1.A;2-1;BURE;200;3;
23173;BM 5126;2.1.A;2-1;BURE;320;7;
23174;BM 5125;2.1.A;2-1;BURE;100;3;
23175;BM 5124;2.1.A;2-1;BURE;150;2;
23208;BM 1116;3.4.0;3-4;LABO;300;4;
24321;MXC 338;2.1.A;2-1;BURE;0;1;
24322;MXC 340;2.1.A;2-1;BURE;150;2;
24323;MXC 341;2.1.A;2-1;BURE;200;2;
24362;EXTRA 127;2.1.A;2-1;BURE;400;5;
24363;EXTRA 128;2.1.A;2-1;BURE;400;4;
24364;EXTRA 129;2.1.A;2-1;BURE;400;4;
24382;EXTRA 211;2.1.A;2-1;BURE;100;3;
24383;EXTRA 209;2.1.A;2-1;BURE;100;3;
24384;EXTRA 210;2.1.A;2-1;BURE;100;3;
24385;EXTRA 212;2.1.A;2-1;BURE;100;4;
24386;EXTRA 213;2.1.A;2-1;BURE;100;3;
24387;EXTRA 214;2.1.A;2-1;BURE;150;8;
24389;EXTRA 216;2.1.A;2-1;BURE;100;2;
24390;EXTRA 217;2.1.A;2-1;BURE;100;3;
24391;EXTRA 218;2.1.A;2-1;BURE;100;2;
24392;EXTRA 220;2.1.A;2-1;BURE;400;4;
24393;EXTRA 244;2.1.A;2-1;BURE;100;1;
24394;EXTRA 245;2.1.A;2-1;BURE;;1;
24396;EXTRA 247;2.1.A;2-1;BURE;80;2;
24397;EXTRA 248;2.1.A;2-1;BURE;100;2;
24398;EXTRA 249;2.1.A;2-1;BURE;100;1;
24422;AAB 0 45;2.1.A;2-1;BURE;200;2;
24821;RLC A1 131;2.2.A;2-2;BURE;;4;
24822;RLC A1 141;2.1.A;2-1;BURE;;1;
24823;RLC A1 150;4.5.0;4-5;BURE;;6;
24824;RLC A1 220;2.1.A;2-1;BURE;;1;
24827;RLC A1 320;2.1.A;2-1;BURE;;3;
24829;RLC A1 341;2.2.A;2-2;BURE;360;5;
24878;RLC D1 220;2.2.A;2-2;BURE;2520;32;
24882;RLC D1 430;2.1.A;2-1;BURE;100;1;
24883;RLC D1 440;2.1.A;2-1;BURE;90;1;
24884;RLC D1 450;2.1.A;2-1;BURE;;2;
24885;RLC D1 451;2.1.A;2-1;BURE;;1;
24886;RLC D1 452;2.1.A;2-1;BURE;;2;
24888;RLC D1 460;2.1.A;2-1;BURE;;4;
24894;RLC D1 550;2.3.A;2-3;BURE;;2;
24895;RLC D1 560;2.1.A;2-1;BURE;;4;
24899;RLC D1 630;2.2.A;2-2;BURE;390;5;
24901;RLC D1 660;2.1.A;2-1;BURE;100;3;
24906;RLC D1 740;2.2.A;2-2;BURE;2115;26;
24928;RLC F1 321;1.5.D;1-5;LSOC;;1;
24942;RLC G1 250;3.8.A;3-8;LABO;;1;
25052;RLC F9 340.3;4.1.0;4-1;ARCH;;1;
25063;RLC F9 330;7.1.U;7-1;DIVE;100;1;
25261;BM 2112;3.4.0;3-4;LABO;600;7;
25530;BM 5132;2.1.A;2-1;BURE;500;7;
25532;BM 5116;3.5.0;3-5;LABO;200;3;
26474;MA C3 614;2.1.A;2-1;BURE;200;3;
26475;BSP 730;2.1.A;2-1;BURE;200;2;
26477;BSP 732;2.1.A;2-1;BURE;200;2;
26479;MA B3 425;2.1.A;2-1;BURE;100;2;
26480;MA B3 424;2.1.A;2-1;BURE;200;3;
26481;MA B3 434;2.1.A;2-1;BURE;100;2;
26482;MA B3 435;2.1.A;2-1;BURE;300;3;
26483;MA B3 444;2.1.A;2-1;BURE;100;3;
26484;MA B3 445;2.1.A;2-1;BURE;0;2;
26485;MA B3 454;2.1.A;2-1;BURE;100;3;
26486;MA B3 455;2.1.A;2-1;BURE;100;1;
26488;MA B3 465;2.1.A;2-1;BURE;100;4;
26489;MA B3 485;2.1.A;2-1;BURE;400;5;
26490;MA B3 494;2.1.A;2-1;BURE;;6;
26491;MA B3 495;2.1.A;2-1;BURE;100;5;
26494;MA B3 514;2.1.A;2-1;BURE;200;2;
26495;MA B3 515;2.1.A;2-1;BURE;300;3;
26496;MA B3 524;2.1.A;2-1;BURE;100;3;
26497;MA B3 525;2.1.A;2-1;BURE;100;2;
26498;BSP 729;2.1.A;2-1;BURE;200;2;
26506;PH B2 393;2.1.A;2-1;BURE;100;2;
26508;PH B2 397;2.1.A;2-1;BURE;300;3;
26509;PH B2 374;2.1.A;2-1;BURE;200;2;
26510;PH B2 364;2.1.A;2-1;BURE;80;4;
26511;PH B2 365;2.1.A;2-1;BURE;100;2;
26512;PH B2 375;2.1.A;2-1;BURE;100;1;
26525;BSP 255;3.4.B;3-4;LABO;100;1;
26534;ME C1 398.1;2.2.B;2-2;BURE;;1;
26535;BS 113;2.1.A;2-1;BURE;200;2;
26543;QIE 0 108.6;2.1.A;2-1;BURE;200;2;
26544;QIE 0 108.7;2.1.A;2-1;BURE;100;1;
26545;QIE 1 107.1;2.2.A;2-2;BURE;;6;
26547;QIE 1 107.2;2.2.A;2-2;BURE;;9;
26549;QIE 1 107.4;2.1.A;2-1;BURE;;1;
26550;QIE 1 107.5;2.1.A;2-1;BURE;;1;
26561;GC D0 391;5.4.A;5-4;BIBL;200;3;
26871;PPH 324;2.1.A;2-1;BURE;;2;
26872;PPH 313;2.1.A;2-1;BURE;;1;
26873;PPH 316;2.1.A;2-1;BURE;200;2;
26919;ELD 032;3.4.0;3-4;LABO;100;1;
26920;ELD 035;2.1.A;2-1;BURE;100;1;
26921;ELD 037;2.1.A;2-1;BURE;100;1;
26924;QIJ 3 115.2;2.3.A;2-3;BURE;200;3;
26925;QIJ 3 115.3;2.1.A;2-1;BURE;100;1;
26926;QIJ 3 115.4;2.1.A;2-1;BURE;;1;
26927;QIJ 3 115.5;2.1.A;2-1;BURE;100;1;
26928;QIJ 3 115.6;2.1.A;2-1;BURE;90;1;
26929;QIJ 3 115.7;2.1.A;2-1;BURE;280;3;
26930;QIJ 3 115.8;2.1.A;2-1;BURE;230;3;
26931;QIJ 3 115.9;2.2.A;2-2;BURE;1100;12;
26932;QIJ 3 115.10;2.1.A;2-1;BURE;250;3;
26933;QIJ 3 115.11;2.2.A;2-2;BURE;800;9;
26934;QIJ 3 115.12;2.1.A;2-1;BURE;250;3;
27069;PA C 14;2.1.A;2-1;BURE;180;4;
27073;PA C 32;2.1.A;2-1;BURE;;3;
27085;QIJ 1 117.02;2.1.A;2-1;BURE;160;4;
27087;QIJ 1 117.04;2.1.A;2-1;BURE;150;2;
27090;QIJ 1 117.08;2.2.A;2-2;BURE;1320;20;
27091;QIJ 1 117.10;2.2.A;2-2;BURE;530;8;
27094;QIJ 1 117.14;2.1.A;2-1;BURE;50;1;
27095;QIJ 1 117.15;2.1.A;2-1;BURE;200;2;
27096;QIJ 1 117.16;2.1.A;2-1;BURE;160;2;
27097;QIJ 1 117.17;2.1.A;2-1;BURE;100;1;
27098;QIJ 1 117.18;2.1.A;2-1;BURE;190;3;
27099;QIJ 1 117.19;2.1.A;2-1;BURE;100;2;
27109;PSEA 2.1;2.1.A;2-1;BURE;;1;
27128;PSEA 4.23;2.1.A;2-1;BURE;;1;
27130;PSEA 4.20;2.1.A;2-1;BURE;;1;
27174;PSEA 4.62;2.1.A;2-1;BURE;;3;
27208;PSEB 1.3;2.1.A;2-1;BURE;;1;
27222;PSEB 2.3;2.1.A;2-1;BURE;;1;
27223;PSEB 2.1;2.1.A;2-1;BURE;;1;
27262;PSEA 4.13;2.1.A;2-1;BURE;;2;
27308;AAB 0 36;2.2.A;2-2;BURE;130;3;
27309;AAB 2 48;2.1.A;2-1;BURE;75;1;
27310;AAB 2 46;2.1.A;2-1;BURE;100;1;
27311;AAB 2 44;2.1.A;2-1;BURE;100;4;
27312;AAB 2 42;2.1.A;2-1;BURE;50;2;
27313;AAB 2 40;2.1.A;2-1;BURE;60;1;
27315;AAB 2 37;2.1.A;2-1;BURE;0;3;
27317;AAB 2 41;2.1.A;2-1;BURE;;2;
27318;AAB 2 43;2.1.A;2-1;BURE;;1;
27319;AAB 2 45;2.1.A;2-1;BURE;;2;
27353;MAIF 01;2.2.A;2-2;BURE;950;10;
27354;MAIF 02;9.4.0;9-4;DIVE;360;4;
27357;MAIF 05;4.1.A;4-1;ARCH;100;1;
27365;MAIF 13;3.3.0;3-3;LABO;300;4;
27366;MAIF 14;2.1.A;2-1;BURE;40;1;
27370;MAIF 16;3.3.0;3-3;LABO;100;1;
27380;MAIF 23;2.2.A;2-2;BURE;160;3;
27399;ME C1 405;2.1.A;2-1;BURE;200;2;
27504;GC F0 001;10.0.0;10-0;DIVE;;1;
27508;MXG 135;5.6.A;5-6;LSOC;100;1;
